Genotype,Evo.trt,ontology.aspect,order,GOID,TERM,CORRECTED_PVALUE,UNCORRECTED_PVALUE,NUM_LIST_ANNOTATIONS,LIST_SIZE,TOTAL_NUM_ANNOTATIONS,POPULATION_SIZE,FDR_RATE,EXPECTED_FALSE_POSITIVES,ANNOTATED_GENES
all.pooled,L,function,10,GO:0009987,cellular process,0.000660809,6.35E-07,171,195,5256,7166,0.00%,0,"YLR451W, YKL089W, YDL215C, YPR024W, YJL165C, YFR022W, YDR217C, YJL019W, YKL179C, YPL177C, YER014W, YOR009W, YAL036C, YDR218C, YPL051W, YDL045C, YER133W, YOL155C, YOR043W, YLR373C, YPL216W, YOL091W, YKL171W, YNL082W, Q0045, YDR081C, YGL234W, YOR308C, YLR318W, YPR026W, YNL273W, YLR175W, YMR164C, YGL008C, YHR034C, YLR176C, YDL203C, YAL035W, YJL042W, YMR205C, YLR399C, YBR097W, YGR013W, YJL129C, YGL086W, YJR131W, YIL038C, YDR138W, YML034W, YPL016W, YJL057C, YGL022W, YKR098C, YGR207C, YEL077C, YFL033C, YDR485C, YDR069C, YNL104C, YDR285W, YOR172W, YAL048C, YDR294C, YPL103C, YDL202W, YNCC0008W, YJL157C, YGR178C, YLR309C, YJR033C, YKL197C, YPR095C, YMR276W, YIL019W, YNL233W, YJR127C, YHR149C, YML017W, YLR019W, YOL081W, YGL093W, YML074C, YDR299W, YOL013C, YPL012W, YHL030W, YKL164C, YMR008C, YBR263W, YKL129C, YNR041C, YER017C, YML023C, YEL050C, YNR032W, YFR016C, YDL122W, YLR084C, YDR265W, Q0070, YDL029W, YLR371W, YLR256W, YLL036C, YDR174W, YOL066C, YBR112C, YAR019C, YFL007W, YAL009W, YBR148W, YJL134W, YBR169C, YPL083C, YGL004C, YNL023C, YJR061W, YKL029C, YLL013C, YIL169C, YMR052W, YGL197W, YBR150C, YIL147C, YMR189W, YER111C, YPL190C, YIL142W, Q0140, YIL149C, YGR159C, YLR183C, YLR207W, YNL172W, YEL040W, YDR137W, YDR443C, YPR154W, YGL014W, YKL109W, YOR166C, YPR164W, YNL251C, YMR043W, YOR330C, YBR083W, YPR204W, YFR008W, YJR110W, YCR018C, YLR436C, YOR373W, YDR173C, YBR140C, YLR238W, YDL102W, YDR135C, YBR274W, YNL288W, YGL178W, YNL127W, YER001W, YPL111W, YJR045C, YBR235W, YNCC0009C, YKR095W, YIR019C, YML029W, YKR082W, YDR297W"
all.pooled,L,function,11,GO:0060255,regulation of macromolecule metabolic process,0.000891492,8.56E-07,58,195,1150,7166,0.00%,0,"YDL122W, YGL178W, YNL288W, YOR172W, YBR274W, YLR373C, YDR285W, YOR043W, YDR069C, YDR173C, YDR485C, YER133W, YCR018C, YFL033C, YPL177C, YBR083W, YMR043W, YJL057C, YDR217C, YNL251C, YFR022W, YKL109W, YPL016W, YGL014W, YOR166C, YIL038C, YDR443C, YDR138W, YLR451W, YBR097W, YLR019W, YLR399C, YLR207W, YLR183C, YKR082W, YML029W, YIL149C, YJR127C, YDR464W, YAL035W, YPL190C, YER111C, YIL147C, YLR176C, YBR150C, YKR095W, YLL013C, YNL023C, YMR164C, YGR178C, YJL157C, YJR045C, YNL273W, YFL007W, YBR112C, YDR174W, YDR081C, YLR256W"
all.pooled,L,function,12,GO:0048523,negative regulation of cellular process,0.000898024,8.63E-07,39,195,636,7166,0.00%,0,"YDR217C, YPR164W, YJL157C, YGR178C, YNL023C, YMR043W, YPL177C, YGL197W, YML074C, YLR451W, YLR256W, YBR112C, YDR443C, YPR154W, YGL014W, YAL009W, YNL273W, YDR285W, YKR082W, YBR274W, YNL288W, YLR019W, YLR207W, YLR399C, YGL178W, YDL122W, YOL081W, YNL127W, YGL086W, YGL093W, YLR176C, YIL147C, YER133W, YJL042W, YDR173C, YBR140C, YNR032W, YHR149C, YOR043W"
all.pooled,L,function,13,GO:0023052,signaling,0.001676081,1.61E-06,27,195,364,7166,0.00%,0,"YJL134W, YGR178C, YGL008C, YGL197W, YFR008W, YKL197C, YIL169C, YPR095C, YMR052W, YDR294C, YLR371W, YAL048C, YJL165C, YFR022W, YOL013C, YBR274W, YKL171W, YLR019W, YOL081W, YBR097W, YNL127W, YIL147C, YFL033C, YDL203C, YBR140C, YOR043W, YLR238W"
all.pooled,L,function,14,GO:0031323,regulation of cellular metabolic process,0.002052881,1.97E-06,57,195,1150,7166,0.00%,0,"YBR097W, YLR019W, YLR399C, YLR207W, YKR082W, YIL149C, YML029W, YJR127C, YER111C, YAL035W, YIL147C, YBR150C, YLR176C, YLL013C, YNL023C, YGR178C, YMR164C, YJL157C, YJR045C, YPL111W, YAL009W, YNL273W, YFL007W, YDR174W, YBR112C, YDR081C, YLR256W, YNL127W, YGL178W, YDL122W, YNL288W, YOR172W, YBR274W, YLR373C, YDR285W, YNR032W, YDR069C, YOR043W, YBR140C, YDR173C, YDR485C, YCR018C, YER133W, YFL033C, YBR083W, YPL177C, YMR043W, YDR217C, YJL057C, YFR022W, YKL109W, YPL016W, YGL014W, YDR443C, YDR138W, YIL038C, YLR451W"
all.pooled,L,function,15,GO:0019219,regulation of nucleobase-containing compound metabolic process,0.002621483,2.52E-06,42,195,742,7166,0.00%,0,"YNL023C, YMR043W, YDR217C, YGR178C, YMR164C, YBR083W, YPL177C, YDR081C, YDR174W, YBR112C, YLR451W, YLR256W, YPL016W, YKL109W, YNL273W, YJR045C, YDR443C, YDR138W, YIL038C, YLR373C, YOR172W, YBR274W, YNL288W, YDR285W, YKR082W, YLR019W, YLR399C, YGL178W, YBR097W, YFL033C, YCR018C, YER111C, YER133W, YBR150C, YLR176C, YDR173C, YBR140C, YJR127C, YIL149C, YDR069C, YOR043W, YDR485C"
all.pooled,L,function,16,GO:0007154,cell communication,0.003550054,3.41E-06,31,195,472,7166,0.12%,0.02,"YFL033C, YDL203C, YIL147C, YOR043W, YLR238W, YBR140C, YBR274W, YOL081W, YNL127W, YBR097W, YLR019W, YKL171W, YLR256W, YAL048C, YLR371W, YDR294C, YOL013C, YDR443C, YJL165C, YFR022W, YPL016W, YKL109W, YGR178C, YJL134W, YMR052W, YPR095C, YIL169C, YFR008W, YGL008C, YAL036C, YGL197W"
all.pooled,L,function,17,GO:0007165,signal transduction,0.003560647,3.42E-06,26,195,356,7166,0.12%,0.02,"YOL013C, YJL165C, YFR022W, YAL048C, YLR371W, YDR294C, YPR095C, YMR052W, YIL169C, YFR008W, YGL008C, YGL197W, YGR178C, YJL134W, YOR043W, YLR238W, YBR140C, YFL033C, YIL147C, YDL203C, YOL081W, YNL127W, YBR097W, YLR019W, YKL171W, YBR274W"
all.pooled,L,function,18,GO:0051171,regulation of nitrogen compound metabolic process,0.00658445,6.33E-06,53,195,1076,7166,0.11%,0.02,"YIL038C, YDR443C, YDR138W, YPL016W, YGL014W, YKL109W, YLR451W, YPL177C, YBR083W, YDR217C, YJL057C, YMR043W, YDR485C, YDR173C, YBR140C, YOR043W, YDR069C, YFL033C, YER133W, YCR018C, YGL178W, YDL122W, YDR285W, YLR373C, YBR274W, YNL288W, YOR172W, YFL007W, YJR045C, YPL111W, YNL273W, YLR256W, YDR081C, YBR112C, YDR174W, YLL013C, YJL157C, YMR164C, YGR178C, YNL023C, YJR127C, YIL149C, YML029W, YLR176C, YBR150C, YIL147C, YAL035W, YER111C, YLR019W, YLR399C, YLR207W, YBR097W, YKR082W"
all.pooled,L,function,19,GO:0080090,regulation of primary metabolic process,0.009142108,8.78E-06,54,195,1117,7166,0.11%,0.02,"YLL013C, YJL157C, YGR178C, YMR164C, YNL023C, YFL007W, YAL009W, YPL111W, YJR045C, YNL273W, YLR256W, YDR081C, YDR174W, YBR112C, YLR019W, YLR207W, YLR399C, YBR097W, YKR082W, YJR127C, YML029W, YIL149C, YBR150C, YLR176C, YIL147C, YER111C, YAL035W, YBR083W, YPL177C, YDR217C, YJL057C, YMR043W, YDR443C, YDR138W, YIL038C, YPL016W, YKL109W, YGL014W, YLR451W, YDL122W, YGL178W, YDR285W, YLR373C, YBR274W, YOR172W, YNL288W, YDR485C, YDR173C, YBR140C, YDR069C, YOR043W, YFL033C, YCR018C, YER133W"
all.pooled,L,function,20,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,0.009967419,9.57E-06,27,195,400,7166,0.10%,0.02,"YDR138W, YDR443C, YIL038C, YJR045C, YKL109W, YPL016W, YLR451W, YLR256W, YBR112C, YDR081C, YBR083W, YGR178C, YMR164C, YDR217C, YMR043W, YOR043W, YDR173C, YLR176C, YER111C, YFL033C, YBR097W, YLR399C, YLR019W, YGL178W, YDR285W, YKR082W, YNL288W"
BY4742,all.pooled,function,1,GO:0003677,DNA binding,0.000551988,4.42E-06,22,91,605,7166,0.00%,0,"YLR383W, YER111C, YLR256W, YBR223C, YJL092W, YLR399C, YML060W, YLR176C, YDR174W, YBR112C, YPL167C, YDR081C, YLR318W, YOR172W, YML010W, YPL016W, YLR373C, YPL177C, YKL089W, YOR341W, YLR398C, YNL082W"
BY4742,all.pooled,process,1,GO:0051716,cellular response to stimulus,2.30E-05,3.92E-08,36,91,1138,7166,0.00%,0,"YGR014W, YLR019W, YCR084C, YDR294C, YML010W, YKL213C, YGR023W, YKL171W, YJL092W, YPL016W, YGL100W, YJL157C, YBR223C, YNL082W, YCL052C, YLR207W, YLR183C, YPL167C, YLL036C, YJL134W, YAL036C, YCR081W, YBR112C, YLR256W, YER111C, YGL008C, YLR383W, YIL149C, YKR019C, YLR310C, YML060W, YLR399C, YHL030W, YJR090C, YOL013C, YBR101C"
BY4742,all.pooled,process,2,GO:0033554,cellular response to stress,2.48E-05,4.22E-08,29,91,777,7166,0.00%,0,"YBR223C, YGL100W, YJL092W, YPL016W, YCL052C, YNL082W, YLR183C, YPL167C, YLR207W, YAL036C, YLL036C, YGR014W, YCR084C, YLR019W, YDR294C, YGR023W, YKL213C, YML010W, YKR019C, YOL013C, YJR090C, YML060W, YLR399C, YHL030W, YBR101C, YBR112C, YLR256W, YER111C, YLR383W"
BY4742,all.pooled,process,3,GO:0006950,response to stress,2.99E-05,5.09E-08,30,91,833,7166,0.00%,0,"YER111C, YLR383W, YBR112C, YLR256W, YLR399C, YHL030W, YML060W, YOL013C, YJR090C, YBR101C, YKR019C, YDR294C, YML010W, YGR023W, YLR398C, YKL213C, YGR014W, YLR019W, YCR084C, YLR207W, YLR183C, YPL167C, YLL036C, YAL036C, YPL016W, YJL092W, YBR223C, YGL100W, YNL082W, YCL052C"
BY4742,all.pooled,process,4,GO:0050896,response to stimulus,0.000206072,3.51E-07,37,91,1296,7166,0.00%,0,"YOL013C, YJR090C, YLR399C, YML060W, YHL030W, YBR101C, YLR310C, YKR019C, YIL149C, YER111C, YLR383W, YGL008C, YBR112C, YCR081W, YLR256W, YLR183C, YPL167C, YLR207W, YJL134W, YLL036C, YAL036C, YBR223C, YJL157C, YGL100W, YKL171W, YJL092W, YPL016W, YCL052C, YNL082W, YDR294C, YGR023W, YLR398C, YKL213C, YML010W, YGR014W, YCR084C, YLR019W"
BY4742,all.pooled,process,5,GO:0009605,response to external stimulus,0.000357735,6.09E-07,12,91,158,7166,0.00%,0,"YDR294C, YGR023W, YLR398C, YAL036C, YGL100W, YJL157C, YCR081W, YJL092W, YPL016W, YCR084C, YLR256W, YKR019C"
BY4742,all.pooled,process,6,GO:0065007,biological regulation,0.000812926,1.38E-06,49,91,2142,7166,0.00%,0,"YGR014W, YCR084C, YCR037C, YLR019W, YDR294C, YDR081C, YLR398C, YJL092W, YPL063W, YLR183C, YLR207W, YAL036C, YCR081W, YLR256W, YFR016C, YGL008C, YKR019C, YLR318W, YIL149C, YOL013C, YML060W, YGR217W, YMR205C, YNL309W, YOR172W, YLR176C, YKL213C, YML010W, YGL100W, YJL157C, YKL171W, YPL016W, YJL134W, YBR112C, YDR017C, YNL288W, YOR070C, YER111C, YBR212W, YNR013C, YDR174W, YLR310C, YGR134W, YLR373C, YPL177C, YJR090C, YJL042W, YLR399C, YBR101C"
BY4742,all.pooled,process,7,GO:0050789,regulation of biological process,0.000854169,1.46E-06,43,91,1744,7166,0.00%,0,"YLR310C, YGR134W, YBR101C, YLR373C, YPL177C, YJR090C, YJL042W, YLR399C, YNL288W, YBR112C, YDR017C, YDR174W, YER111C, YBR212W, YNR013C, YGL100W, YJL157C, YPL016W, YKL171W, YJL134W, YOR172W, YML010W, YLR176C, YKR019C, YIL149C, YGR217W, YNL309W, YOL013C, YLR256W, YCR081W, YFR016C, YGL008C, YJL092W, YAL036C, YLR183C, YLR207W, YCR084C, YCR037C, YLR019W, YGR014W, YLR398C, YDR294C, YDR081C"
BY4742,all.pooled,process,8,GO:0031668,cellular response to extracellular stimulus,0.005060078,8.62E-06,10,91,138,7166,0.00%,0,"YGL100W, YCR081W, YPL016W, YJL092W, YCR084C, YLR256W, YKR019C, YDR294C, YGR023W, YAL036C"
BY4742,all.pooled,process,9,GO:0071496,cellular response to external stimulus,0.005060078,8.62E-06,10,91,138,7166,0.00%,0,"YGL100W, YJL092W, YPL016W, YCR081W, YLR256W, YCR084C, YKR019C, YDR294C, YGR023W, YAL036C"
BY4742,all.pooled,process,10,GO:0050794,regulation of cellular process,0.007025558,1.20E-05,39,91,1619,7166,0.00%,0,"YLR310C, YKR019C, YIL149C, YGR134W, YLR373C, YOL013C, YPL177C, YJR090C, YJL042W, YLR399C, YNL309W, YBR101C, YBR112C, YCR081W, YDR017C, YNL288W, YLR256W, YER111C, YBR212W, YDR174W, YFR016C, YGL008C, YGL100W, YJL157C, YKL171W, YJL092W, YPL016W, YLR207W, YAL036C, YJL134W, YOR172W, YGR014W, YCR084C, YLR019W, YDR294C, YLR176C, YDR081C, YLR398C, YML010W"
BY4742,all.pooled,process,11,GO:0009991,response to extracellular stimulus,0.009966886,1.70E-05,10,91,149,7166,0.00%,0,"YKR019C, YCR084C, YLR256W, YCR081W, YJL092W, YPL016W, YGL100W, YAL036C, YGR023W, YDR294C"
rpl19a,all.pooled,component,1,GO:0005576,extracellular region,0.006422395,5.89E-05,7,57,127,7166,2.00%,0.02,"YER011W, YAR050W, YIL169C, YNR067C, YMR008C, YOL155C, YHR211W"
sch9,all.pooled,component,1,GO:0005816,spindle pole body,0.005638233,4.55E-05,6,63,75,7166,6.00%,0.06,"YLL003W, YOR373W, YGR098C, YKR095W, YJL019W, YIL149C"
sch9,all.pooled,component,2,GO:0005815,microtubule organizing center,0.006548715,5.28E-05,6,63,77,7166,3.00%,0.06,"YLL003W, YOR373W, YKR095W, YJL019W, YIL149C, YGR098C"
sch9,all.pooled,process,1,GO:0016043,cellular component organization,0.000653029,1.31E-06,37,63,2120,7166,0.00%,0,"YNL267W, YJL019W, YPL146C, YDR145W, YEL040W, YJL042W, YOL076W, YFL007W, YKL129C, YLR318W, YNR032W, YBL022C, YGR178C, YOL155C, YEL077C, YNL273W, YLL003W, YNL054W, YML103C, YER011W, YJR045C, YPR204W, YKR095W, YGL008C, YPL016W, YGR098C, YER033C, YGL004C, YGR023W, YGL058W, YIL149C, YKL028W, YML034W, YOR373W, YKL010C, YML074C, YPR024W"
tor1,all.pooled,component,1,GO:0031225,anchored component of membrane,1.21E-05,1.19E-07,7,44,66,7166,0.00%,0,"YOR009W, YHR211W, YOL155C, YAL063C, YEL040W, YAR050W, YIR019C"
tor1,all.pooled,component,2,GO:0005576,extracellular region,8.26E-05,8.10E-07,8,44,127,7166,0.00%,0,"YAR050W, YEL040W, YHR211W, YIR019C, YIL169C, YAL063C, YOL155C, YOR009W"
tor1,all.pooled,component,3,GO:0031224,intrinsic component of membrane,0.000215946,2.12E-06,22,44,1328,7166,0.00%,0,"YFL067W, YOR009W, YOL155C, Q0045, YGL008C, YAL063C, YFR045W, YJR126C, YEL063C, YBR150C, YLR426W, YAR050W, YOL013C, YIL147C, YER001W, YML029W, YLR207W, YIR019C, YCR011C, YHR211W, YEL040W, YHL050C"
tor1,all.pooled,component,4,GO:0016020,membrane,0.000996113,9.77E-06,27,44,2103,7166,0.00%,0,"YER001W, YIR019C, YLR207W, YML029W, YHR211W, YEL040W, YOL155C, YFL067W, YJR033C, YFR045W, YJR126C, YEL063C, YIL147C, YIL169C, YFR022W, YCR011C, YHL050C, Q0045, YOR009W, YNL271C, YAL063C, YGL008C, YOL013C, YLR426W, YAR050W, YDR309C, YBR150C"
tor1,all.pooled,component,5,GO:0044425,membrane part,0.001859006,1.82E-05,23,44,1631,7166,0.00%,0,"YCR011C, YHL050C, YIL147C, YBR150C, YLR426W, YOL013C, YAR050W, YOR009W, Q0045, YGL008C, YAL063C, YHR211W, YEL040W, YER001W, YML029W, YIR019C, YLR207W, YJR126C, YFR045W, YJR033C, YEL063C, YFL067W, YOL155C"
tor1,all.pooled,component,6,GO:0000838,Hrd1p ubiquitin ligase ERAD-M complex,0.003758619,3.68E-05,2,44,2,7166,0.00%,0,"YLR207W, YOL013C"
tor1,all.pooled,component,7,GO:0000836,Hrd1p ubiquitin ligase complex,0.004663812,4.57E-05,3,44,12,7166,0.00%,0,"YOL013C, YLR207W, YML029W"
tor1,all.pooled,component,8,GO:0000839,Hrd1p ubiquitin ligase ERAD-L complex,0.004663812,4.57E-05,3,44,12,7166,0.00%,0,"YLR207W, YOL013C, YML029W"
tor1,all.pooled,component,9,GO:0000835,ER ubiquitin ligase complex,0.00603697,5.92E-05,3,44,13,7166,0.00%,0,"YML029W, YOL013C, YLR207W"
tor1,all.pooled,component,10,GO:0000153,cytoplasmic ubiquitin ligase complex,0.007650491,7.50E-05,3,44,14,7166,0.00%,0,"YML029W, YOL013C, YLR207W"
tor1,all.pooled,component,11,GO:0071944,cell periphery,0.00794268,7.79E-05,15,44,836,7166,0.00%,0,"YNL271C, YGL008C, YAL063C, YOL155C, YNL233W, YOR009W, YAR050W, YDR309C, YEL063C, YIL169C, YIR019C, YIL147C, YEL040W, YHR211W, YFR022W"
tor1,all.pooled,function,1,GO:0005537,mannose binding,0.000631738,7.43E-06,3,44,7,7166,0.00%,0,"YAR050W, YAL063C, YHR211W"
tor1,all.pooled,process,1,GO:0000128,flocculation,5.29E-05,1.52E-07,4,44,9,7166,0.00%,0,"YHR211W, YAL063C, YIR019C, YAR050W"
tor1,all.pooled,process,2,GO:0098630,aggregation of unicellular organisms,0.000294678,8.49E-07,4,44,13,7166,0.00%,0,"YAL063C, YIR019C, YAR050W, YHR211W"
tor1,all.pooled,process,3,GO:0098743,cell aggregation,0.000294678,8.49E-07,4,44,13,7166,0.00%,0,"YAL063C, YAR050W, YIR019C, YHR211W"
tor1,all.pooled,process,4,GO:0031589,cell-substrate adhesion,0.004108665,1.18E-05,3,44,8,7166,0.00%,0,"YAL063C, YIR019C, YHR211W"
ypt6,all.pooled,process,1,GO:0045595,regulation of cell differentiation,0.002957764,5.77E-06,4,65,14,7166,0.00%,0,"YGL197W, YPL016W, YAR019C, YMR043W"
ypt6,all.pooled,process,2,GO:0050789,regulation of biological process,0.005650032,1.10E-05,32,65,1744,7166,0.00%,0,"YKL101W, YGL197W, YGL178W, YGL014W, YDR285W, YPL190C, YDR069C, YBR212W, YJL020C, YKL197C, YNL023C, YBR289W, YNL127W, YJR127C, YCR018C, YGL008C, YJL134W, YLR451W, YPL111W, YLR207W, YIL169C, YPL177C, YMR164C, YPR154W, YKL068W, YNL172W, YGL066W, YKR082W, YAR019C, YKR095W, YMR043W, YPL016W"
